N  28 001025.2 -565920 14.8  8   0.8   0.6 119    730 AM 0007-571           
N  29 001047.0 +332107 13.6  8   1.5   0.7 154    767 NGC 21                
N  30 001050.8 +215839       1   0.0   0.0   0                              
N  31 001038.5 -565910 15.0  8   1.3   0.7   5    751 ESO 149-20            
N  32 001053.6 +184746       1   0.0   0.0   0                              
N  33 001056.6 +034035       1   0.0   0.0   0                              
N  34 001106.6 -120628 15.3  8   2.1   0.8  30    781 NGC 17                
N  35 001110.4 -120114 15.0  8   0.7   0.5 135    784 MCG -2-1-33           
N  36 001122.4 +062320 14.1  8   2.2   1.1  21    798 UGC 106               
N  37 001123.0 -565725 14.7  8   1.1   0.7  35    801 ESO 149-22            
N  38 001147.0 -053511 14.2  8   1.4   1.3  80    818 MCG -1-1-47           
N  39 001218.8 +310339 14.3  8   1.1   1.0 120    852 UGC 114               
N  40 001301.0 +723121 10.7  6   1.2   0.0   0        PK 120+9.1            
N  41 001248.0 +220126 14.6  8   0.8   0.5 123    865 MCG 4-1-39            
N  42 001256.3 +220603 15.3  8   1.1   0.6 115    867 UGC 118               
N  43 001300.9 +305456 13.7  8   1.6   1.5  15    875 UGC 120               
N  44 001313.4 +311712       1   0.0   0.0   0                              
N  45 001404.0 -231053 11.3  8   8.5   5.9 142    930 ESO 473-1             
N  46 001410.0 +055914       1   0.0   0.0   0                              
N  47 001430.5 -071004 13.9  8   2.3   2.1  81    967 NGC 58                
N  48 001402.1 +481406 14.7  8   1.6   1.0  15    929 UGC 133               
N  49 001422.4 +481450 15.1  8   1.1   1.0 165    952 UGC 136               
N  50 001444.6 -072042 13.3  8   2.4   1.8 170    983 MCG -1-1-58           
N  51 001434.8 +481522 14.2  8   1.3   1.0  20    974 UGC 138               
N  52 001440.0 +183454 14.4  8   2.2   0.4 127    978 UGC 140               
N  53 001443.0 -601943 13.5  8   2.0   1.4 172    982 ESO 111-20            
N  54 001507.6 -070624 14.6  8   1.3   0.5  93   1011 MCG -1-1-60           
N  55 001508.0 -391310  8.4  8  31.2   5.9 108   1014 ESO 293-50            
N  56 001520.6 +122640       0   0.0   0.0   0                              
N  57 001530.9 +171945 12.8  8   2.2   1.9  40   1037 UGC 145               
N  58 001430.5 -071004 13.9  8   2.3   2.1  81    967 NGC 47                
N  59 001525.3 -212641 13.1  8   2.6   1.3 127   1034 ESO 539-4             
N  60 001558.2 -001813 14.9  8   1.3   1.2 155   1058 UGC 150               
N  61 001624.0 -061902 14.4  8   1.1   0.7  24   1083 NGC 61A               
N  61 001624.4 -061920 15.5  8   0.9   0.4  63   1085 NGC 61B               
N  61A001624.0 -061902 14.4  8   1.1   0.7  24   1083 NGC 61-1              
N  61B001624.4 -061920 15.5  8   0.9   0.4  63   1085 NGC 61-2              
N  62 001705.3 -132911 14.4  8   1.1   0.8 130   1125 MCG -2-1-43           
N  63 001745.5 +112700 12.7  8   1.7   1.2 108   1160 UGC 167               
N  64 001730.3 -064930 14.0  8   1.6   1.1  39   1149 MCG -1-1-68           
N  65 001858.7 -225248 14.4  8   1.0   0.8   5   1229 ESO 473-10A           
N  66 001904.9 -225611 14.2  8   1.2   0.7  32   1236 ESO 473-10            
N  67 001814.9 +300348 15.8  8   0.3   0.2  51   1185 MCG 5-1-64            
N  67A001812.1 +300319 15.7  8   0.4   0.2 100 138159 ARP 113               
N  68 001818.2 +300421 14.2  8   1.2   1.1   0   1187 UGC 170               
N  69 001820.4 +300226 15.8  8   0.5   0.3  33   1191 MCG 5-1-66            
N  70 001822.4 +300444 14.2  8   1.6   1.4   0   1194 IC 1539               
N  71 001823.5 +300347 14.3  8   1.2   0.9 129   1197 UGC 173               
N  72 001828.4 +300226 14.6  8   1.1   0.9  15   1204 UGC 176               
N  72A001834.3 +300210 15.7  8   0.3   0.3   0   1208 MCG 5-1-70            
N  73 001838.9 -151918 14.5  8   1.7   1.2 145   1211 MCG -3-1-26           
N  74 001849.5 +300341 16.1  8   0.8   0.3 131   1219 MCG 5-1-71            
N  75 001926.3 +062659 14.5  8   1.1   1.1   0   1255 UGC 182               
N  76 001937.7 +295603 14.0  8   1.0   0.9  65   1267 UGC 185               
N  77 002001.6 -223156 15.7  8   0.4   0.4   0   1290 ESO 473-15            
N  78 002025.8 +004935 14.2  8   1.1   0.7  80   1306 NGC 78A               
N  78 002027.5 +005000 14.4  8   1.0   0.7 134   1309 NGC 78B               
N  78B002025.8 +004935 14.2  8   1.1   0.7  80   1306 NGC 78-1              
N  78A002027.5 +005000 14.4  8   1.0   0.7 134   1309 NGC 78-2              
N  79 002102.8 +223402 15.0  8   0.6   0.6   0   1340 MCG 4-2-3             
N  80 002110.9 +222128 13.2  8   1.6   1.6   0   1351 UGC 203               
N  81 002113.2 +222300 16.5  8   0.2   0.1  84   1352 NPM1G +22.0016        
N  82 002117.6 +222740       1   0.0   0.0   0                              
N  83 002122.6 +222603 13.6  8   1.5   1.5   0   1371 UGC 206               
N  84 002121.2 +223709       1   0.0   0.0   0                              
N  85 002125.5 +223044 15.8  8   0.7   0.5 146   1375 NGC 85A               
N  85A002125.5 +223044 15.8  8   0.7   0.5 146   1375 NGC 85                
N  85B002129.1 +223023 15.6  8   0.9   0.3 129   1382 IC 1546               
N  86 002128.6 +223323 15.7  8   0.7   0.3   9   1383 MCG 4-2-9             
N  87 002114.2 -483744 14.7  8   0.9   0.7 171   1357 ESO 194-8             
N  88 002122.0 -483823 15.0  8   0.8   0.5 145   1370 ESO 194-10            
N  89 002124.3 -483955 14.2  8   1.2   0.6 148   1374 ESO 194-11            
N  90 002151.6 +222402 14.5  8   1.9   0.8 132   1405 UGC 208               
N  91 002151.7 +222208       1   0.0   0.0   0                              
N  92 002131.4 -483729 13.8  8   1.9   0.9 148   1388 ESO 194-12            
N  93 002203.4 +222432 14.4  8   1.4   0.6  48   1412 UGC 209               
N  94 002213.6 +222900 15.6  8   0.4   0.2  30   1423 ZWG 479.17            
N  94 002213.8 +222826 16.5  8   0.4   0.2 150        NPM1G +22.0020        
N  95 002213.6 +102931 13.2  8   1.5   1.1  90   1426 UGC 214               
N  96 002217.8 +223248 15.6  8   0.6   0.6   0   1429 MCG 4-2-14            
N  97 002230.0 +294444 13.4  8   1.3   1.3   0   1442 UGC 216               
N  98 002249.3 -451606 13.4  8   1.6   1.3   0   1463 ESO 242-5             
N  99 002359.6 +154612 14.0  8   1.0   0.9  42   1523 UGC 230               
N 100 002402.6 +162911 13.9  8   4.2   0.5  56   1525 UGC 231               
N 101 002354.5 -323211 13.4  8   2.1   2.0  89   1518 ESO 350-14            
N 102 002436.5 -135722 14.4  8   1.0   0.7 140   1542 MCG -2-2-11           
N 103 002517.3 +611919       3   5.0   0.0   0        OCL 291               
N 104 002405.2 -720449       4  50.0   0.0   0        GCL 1                 47 Tucanae    
N 105 002516.9 +125301 13.9  8   1.1   0.7 167   1583 UGC 241               
N 106 002443.7 -050856 14.4  8   0.9   0.7 100   1551                       
N 107 002542.1 -081700 16.0  8   0.9   0.6 142   1606 MCG -2-2-14           
N 108 002559.7 +291243 13.1  8   2.3   1.8 153   1619 UGC 246               
N 109 002614.6 +214828 15.0  8   1.1   1.0  77   1633 UGC 251               
N 110 002725.0 +712300       3  19.0   0.0   0        OCL 300               
N 111 002638.3 -023730       0   0.0   0.0   0                              
N 112 002648.8 +314210 14.5  8   1.0   0.5 108   1654 UGC 255               
N 113 002654.7 -023002 14.1  8   1.4   1.0 135   1656 MCG -1-2-16           
N 114 002658.2 -014709 14.3  8   0.8   0.7 165   1660 UGC 259               
N 115 002646.0 -334034 13.7  8   1.9   0.9 127   1651 ESO 350-17            
N 116 002709.0 -075618       0   0.0   0.0   0                              
N 117 002710.9 +012003 15.4  8   0.7   0.4 100   1674 MCG 0-2-29            
N 118 002716.1 -014647 14.6  8   0.7   0.5  40   1678 UGC 264               
N 119 002657.6 -565840 14.1  8   1.0   1.0   0   1659 ESO 150-8             
N 120 002730.1 -013049 14.5  8   1.5   0.6  73   1693 UGC 267               
N 121 002647.1 -713212 10.6  4   1.5   0.0   0        ESO 50-SC12           
N 122 002738.3 -013824       1   0.0   0.0   0                              
N 123 002739.9 -013738       1   0.0   0.0   0                              
N 124 002752.3 -014837 13.8  8   1.4   0.8 168   1715 UGC 271               
N 125 002850.3 +025019 13.3  8   1.8   1.6  85   1772 UGC 286               
N 126 002908.1 +024840 15.4  8   0.8   0.4 110   1784 MCG 0-2-49            
N 127 002912.3 +025224 15.8  8   0.8   0.5  70   1787 MCG 0-2-50            
N 128 002914.9 +025154 12.8  8   2.5   0.7   1   1791 UGC 292               
N 129 003000.0 +601306       3  12.0   0.0   0        OCL 294               
N 130 002918.6 +025216 15.4  8   0.7   0.4  52   1794 MCG 0-2-52            
N 131 002938.1 -331537 13.8  8   1.8   0.6  63   1813 ESO 350-21            
N 132 003010.6 +020535 13.5  8   1.9   1.5  49   1844 UGC 301               
N 133 003116.9 +632110       3   3.0   0.0   0        OCL 296               
N 134 003021.8 -331442 11.2  8   8.4   1.8  50   1851 ESO 350-23            
N 135 003145.9 -132016 15.9  8   0.5   0.5   0 138192 IC 26                 
N 136 003130.7 +613033       3   1.5   0.0   0        OCL 295               
N 137 003058.1 +101231 13.8  8   1.2   1.2   0   1888 UGC 309               
N 138 003059.2 +050935 14.6  8   1.3   0.6 175   1889 UGC 308               
N 139 003106.5 +050442 15.4  8   0.8   0.5 171   1900 ZWG 409.22            
N 140 003120.4 +304731 14.0  8   1.5   1.2  54   1916 UGC 311               
N 141 003117.6 +051046 15.3  8   0.8   0.6  90   1918 ZWG 409.27            
N 142 003107.9 -223710 14.6  8   1.1   0.6 101   1901 ESO 473-21            
N 143 003115.5 -223336 15.3  8   1.0   0.2  20   1911 ESO 473-22            
N 144 003120.7 -223846 14.4  8   0.8   0.8   0   1917 ESO 473-23            
N 145 003145.6 -050914 13.3  8   1.8   1.5  57   1941 MCG -1-2-27           
N 146 003303.0 +631806       3   5.0   0.0   0        OCL 299               
N 147 003311.7 +483026 10.4  8  13.2   7.8  25   2004 UGC 326               
N 148 003415.4 -314710 13.1  8   2.0   0.8  90   2053 ESO 410-20            
N 149 003350.2 +304325 14.8  8   1.2   0.7 155   2028 UGC 332               
N 150 003415.7 -274818 12.0  8   3.9   1.9 118   2052 ESO 410-19            
N 151 003402.8 -094218 12.4  8   3.8   1.6  75   2035 NGC 153               
N 152 003256.9 -730658       3   1.7   0.0   0        ESO 28-SC24           
N 153 003402.8 -094218 12.4  8   3.8   1.6  75   2035 NGC 151               
N 154 003419.4 -123921 15.0  8   1.1   0.9  80   2058 MCG -2-2-53           
N 155 003440.0 -104558 14.3  8   1.7   1.3 175   2076 MCG -2-2-55           
N 156 003435.8 -082022       1   0.0   0.0   0                              
N 157 003446.4 -082346 11.2  8   3.5   2.4  36   2081 MCG -2-2-56           
N 158 003505.5 -082042       1   0.0   0.0   0                              
N 159 003435.4 -554723 14.9  8   1.4   0.4  95   2073 ESO 150-11            
N 160 003604.1 +235729 13.5  8   2.3   1.2  45   2154 UGC 356               
N 161 003533.9 -025054 14.4  8   1.3   0.8  27   2131 MCG -1-2-36           
N 162 003609.2 +235744       1   0.0   0.0   0                              
N 163 003559.7 -100717 13.7  8   1.6   1.2  85   2149 MCG -2-2-66           
N 164 003632.9 +024500 16.6  8   0.4   0.4   0   2181 MCG 0-2-89            
N 165 003628.9 -100623 13.9  8   1.6   1.3  77   2182 MCG -2-2-69           
N 166 003548.8 -133638 15.4  8   0.9   0.3 145   2143 MCG -2-2-63           
N 167 003522.9 -232229 14.4  8   1.0   0.7 171   2122 ESO 473-29            
N 168 003638.6 -223537 14.9  8   1.2   0.3  26   2192 ESO 474-4             
N 169 003651.7 +235929 13.2  8   2.6   0.6  88   2202 UGC 365               
N 170 003645.9 +015311 15.5  8   0.4   0.3  79   2195 MCG 0-2-91            
N 171 003721.5 -195604 13.0  8   2.1   1.9   0   2232 NGC 175               
N 172 003713.6 -223512 14.4  8   2.0   0.3  12   2228 ESO 474-5             
N 173 003712.4 +015632 13.0  8   3.2   2.6  90   2223 UGC 369               
N 174 003658.8 -292840 13.8  8   1.4   0.6 152   2206 ESO 411-1             
N 175 003721.5 -195604 13.0  8   2.1   1.9   0   2232 NGC 171               
N 176 003558.8 -730958       3   1.0   0.0   0        ESO 29-SC2            
N 177 003734.3 -223257 14.1  8   2.2   0.5  11   2241 ESO 474-6             
N 178 003908.4 -141020 13.4  8   2.1   0.9 178   2349 IC 39                 
N 179 003746.3 -175100 14.2  8   0.9   0.7 113   2253 ESO 540-7             
N 180 003757.7 +083805 13.8  8   1.9   1.3 160   2268 UGC 380               
N 181 003823.3 +292824 15.8  8   0.7   0.2 147   2287 MCG 5-2-32            
N 182 003812.4 +024343 13.4  8   1.9   1.6  75   2279 UGC 382               
N 183 003829.3 +293042 13.6  8   1.7   1.1 130   2298 UGC 387               
N 184 003835.8 +292651 15.6  8   0.7   0.2   5   2309 ZWG 500.59            
N 185 003857.6 +482014 10.3  8   8.0   7.0  35   2329 UGC 396               
N 186 003825.2 +030958 14.5  8   1.4   0.8  23   2291 UGC 390               
N 187 003930.2 -143923 13.9  8   1.3   0.5 148   2380 MCG -3-2-34           
N 188 004728.0 +851518       3  15.0   0.0   0        OCL 309               
N 189 003935.6 +610440       3   5.0   0.0   0        OCL 301               
N 190 003854.7 +070344 14.8  8   0.9   0.8 135   2324 UGC 397               
N 190A003854.6 +070323 15.8  8   0.6   0.6   0   2325 MCG 1-2-42            
N 191 003859.2 -090010 14.1  8   1.4   1.2 128   2331 MCG -2-2-77           
N 191A003900.1 -090054 15.0  8   0.7   0.6 143   2332 IC 1563               
N 192 003913.5 +005151 13.5  8   1.9   0.9 167   2352 UGC 401               
N 193 003918.5 +031952 13.4  8   1.4   1.2  55   2359 UGC 408               
N 194 003918.3 +030215 13.2  8   1.6   1.4  30   2362 UGC 407               
N 195 003935.7 -091139 14.6  8   1.2   0.9  45   2391 MCG -2-2-79           
N 196 003917.8 +005447 14.6  8   1.3   0.8   3   2357 UGC 405               
N 197 003918.7 +005333 14.7  8   0.7   0.7   0   2365 UGC 406               
N 198 003922.9 +024754 13.5  8   1.2   1.2   0   2371 UGC 414               
N 199 003933.1 +030817 14.7  8   1.2   0.7 160   2382 UGC 415               
N 200 003934.7 +025313 13.5  8   1.7   1.0 161   2387 UGC 420               
N 201 003934.9 +005137 13.6  8   1.8   1.5 155   2388 UGC 419               
N 202 003939.7 +033208 15.5  8   0.9   0.3 153   2394 UGC 421               
N 203 003939.5 +032633 15.1  8   0.9   0.3  85   2393 NGC 211               
N 204 003944.2 +031800 14.0  8   1.2   1.1  30   2397 UGC 423               
N 205 004022.1 +414107  8.9  8  19.5  11.5 170   2429                 M 110 
N 206 004032.3 +404418       8   4.2   0.0   0                              
N 207 003940.7 -141411 14.6  8   0.9   0.4  85   2395 MCG -3-2-35           
N 208 004017.4 +024521 15.4  8   0.7   0.7   0   2420 MCG 0-2-118           
N 209 003903.5 -183630 14.0  8   1.1   1.1   0   2338 ESO 540-8             
N 210 004034.8 -135221 11.7  8   5.0   3.3 160   2437 MCG -2-2-81           
N 211 003939.5 +032633 15.1  8   0.9   0.3  85   2393 NGC 203               
N 212 004013.4 -560909 14.4  8   1.0   0.9 131   2417 ESO 150-18            
N 213 004109.9 +162811 14.4  8   1.5   1.2 102   2469 UGC 436               
N 214 004128.0 +252958 13.0  8   1.9   1.5  35   2479 UGC 438               
N 215 004048.9 -561251 14.1  8   1.1   0.9 120   2451 ESO 150-19            
N 216 004127.1 -210243 13.7  8   2.0   0.7  27   2478 ESO 540-15            
N 217 004133.9 -100118 13.5  8   2.7   0.6 115   2482 MCG -2-2-85           
N 218 004144.7 +362133 15.2  8   0.9   0.7 126   2493 UGC 440               
N 219 004211.3 +005416 15.5  8   0.5   0.4 170   2522 MCG 0-2-128           
N 220 004030.0 -732415       3   0.8   0.0   0        ESO 29-SC3            
N 221 004241.8 +405157  9.1  8   8.5   6.5 179   2555                 M  32 
N 222 004043.7 -732309       3   0.6   0.0   0        ESO 29-SC4            
N 223 004215.9 +005046 14.3  8   1.3   0.9  62   2527 IC 44                 
N 224 004244.3 +411608  4.3  8 189.1  61.7  35   2557                 M  31 Andromeda Galaxy           
N 225 004336.3 +614600       3  15.0   0.0   0        OCL 305               
N 226 004253.9 +323449 14.4  8   0.9   0.6 105   2572 UGC 459               
N 227 004236.6 -013141 13.1  8   1.5   1.2 155   2547 UGC 456               
N 228 004254.5 +233012 14.7  8   1.2   1.1 126   2563 UGC 458               
N 229 004304.7 +233034 15.0  8   1.0   0.4  96   2577 MCG 4-2-49            
N 230 004227.0 -233744 15.6  8   1.1   0.2  44   2539 ESO 474-14            
N 231 004106.4 -732109       3   0.8   0.0   0        ESO 29-SC5            
N 232 004245.7 -233342 14.4  8   0.9   0.8  42   2559 ESO 474-15            
N 233 004336.5 +303513 13.8  8   1.2   1.2   0   2604 UGC 464               
N 234 004332.3 +142033 13.3  8   1.5   1.2  54   2600 UGC 463               
N 235A004252.7 -233228 14.0  8   1.3   0.7 117   2568 ESO 474-16            
N 235B004253.8 -233243 14.5  8   0.4   0.4   0   2570 ESO 474-17            
N 236 004327.4 +025729 14.3  8   1.2   1.0 160   2596 UGC 462               
N 237 004327.9 -000731 13.6  8   1.6   0.9 175   2597 UGC 461               
N 238 004325.6 -501058 13.2  8   2.0   1.6  96   2595 ESO 194-31            
N 239 004437.5 -034536 14.8  8   1.0   0.5  28   2642 MCG -1-3-7            
N 240 004501.9 +060646 14.6  8   1.2   1.2   0   2653 UGC 473               
N 241 004330.0 -732548 12.0  3   0.0   0.0   0        ESO 29-SC6            
N 242 004333.8 -732647       3   0.9   0.0   0        ESO 29-SC6            
N 243 004600.7 +295735 14.6  8   0.9   0.4 149   2687 MCG 5-2-43            
N 244 004546.5 -153550 13.9  8   1.2   1.0  50   2675 MCG -3-3-3            
N 245 004605.5 -014324 13.1  8   1.3   1.1 145   2691 UGC 476               
N 246 004703.3 -115217  8.0  6   4.1   0.0   0        PK 118-74.1           
N 247 004708.3 -204536  9.6  8  19.2   5.5 172   2758 ESO 540-22            
N 248 004524.0 -732249       5   1.0   0.0   0        ESO 29-EN8            
N 249 004531.8 -730449 13.8  5   2.0   0.0   0        ESO 29-EN9            
N 250 004716.0 +075436 14.7  8   1.1   0.6 153   2765 UGC 487               
N 251 004753.9 +193549 14.1  8   2.4   1.9  96   2806 UGC 490               
N 252 004801.7 +273724 13.4  8   1.4   1.0  80   2819 UGC 491               
N 253 004733.1 -251715  8.0  8  29.0   6.8  52   2789 ESO 474-29            Sculptor Galaxy      
N 254 004727.5 -312519 12.6  8   2.6   1.7 137   2778 ESO 411-15            
N 255 004747.3 -112806 12.7  8   3.1   2.7  15   2802 MCG -2-3-17           
N 256 004553.3 -733025       3   0.6   0.0   0        ESO 29-SC11           
N 257 004801.6 +081748 13.4  8   1.9   1.3 105   2818 UGC 493               
N 258 004812.8 +273928 15.0  8   0.5   0.4 108   2829 MCG 4-3-5             
N 259 004803.2 -024633 13.6  8   2.9   0.6 139   2820 MCG -1-3-15           
N 260 004834.9 +274131 14.3  8   0.8   0.8   0   2844 UGC 497               
N 261 004627.9 -730614 13.0  5   1.9   0.0   0        ESO 29-EN12           
N 262 004847.1 +315727 14.0  8   1.1   1.1   0   2855 UGC 499               
N 263 004848.4 -130626 15.1  8   0.7   0.3  45   2856 MCG -2-3-21           
N 264 004820.9 -381404 14.4  8   1.1   0.3 113   2831 ESO 295-6             
N 265 004711.1 -732838       3   1.0   0.0   0        ESO 29-SC14           
N 266 004947.8 +321639 12.6  8   3.0   2.9  99   2901 UGC 508               
N 267 004802.9 -731627       3   2.5   0.0   0        ESO 29-SC15           
N 268 005009.4 -051138 13.9  8   1.6   1.1  75   2927 MCG -1-3-17           
N 269 004821.0 -733154       3   0.6   0.0   0        ESO 29-SC16           
N 270 005032.4 -083906 13.8  8   1.7   1.2  25   2938 MCG -2-3-27           
N 271 005041.9 -015438 13.0  8   2.2   1.7 130   2949 UGC 519               
N 272 005125.1 +354918       3   5.0   0.0   0        OCL 312               
N 273 005048.4 -065308 13.9  8   2.1   0.6 102   2959 MCG -1-3-19           
N 274 005101.8 -070324 12.8  8   1.4   1.2  25   2980 MCG -1-3-21           
N 275 005104.5 -070355 13.2  8   1.5   1.2 126   2984 MCG -1-3-22           
N 276 005206.5 -224049 15.8  8   1.0   0.4  90   3054 IC 1591               
N 277 005117.2 -083547 14.7  8   1.4   1.2  50   2995 MCG -2-3-28           
N 278 005204.5 +473303 11.5  8   2.1   2.0  12   3051 UGC 528               
N 279 005208.9 -021306 13.8  8   1.6   1.2 158   3055 UGC 532               
N 280 005230.2 +242103 14.3  8   1.7   1.1  95   3076 UGC 534               
N 281 005259.3 +563719       5  35.0  30.0   0        IC 11                 
N 282 005242.0 +303820 14.7  8   1.0   0.9  50   3090 MCG 5-3-15            
N 283 005313.1 -130948 14.8  8   1.6   1.0 154   3124 MCG -2-3-31           
N 284 005324.2 -130930 15.4  8   0.6   0.5   4   3132 MCG -2-3-33           
N 285 005329.8 -130937 15.7  8   0.7   0.4  10   3141 KAZ 377               
N 286 005330.3 -130644 15.1  8   1.3   0.9  10   3142 MCG -2-3-34           
N 287 005328.3 +322857 14.8  8   0.8   0.4  21   3145 ZWG 501.33            
N 288 005246.4 -263510       4  13.0   0.0   0        ESO 474-SC37          
N 289 005242.1 -311220 11.7  8   5.1   3.6 130   3089 ESO 411-25            
N 290 005114.7 -730945       3   0.8   0.0   0        ESO 29-SC19           
N 291 005329.8 -084603 14.8  8   1.1   0.6  45   3140 MCG -2-3-35           
N 292 005240.0 -724834  2.8  8 319.1 205.1  45   3085 ESO 29-21             Small Magellanic Cloud
N 293 005416.0 -071408 15.0  8   1.1   0.9  19   3195 MCG -1-3-30           
N 294 005305.7 -732250       3   0.8   0.0   0        ESO 29-SC22           
N 295 005505.2 +313121       0   0.0   0.0   0                              
N 296 005507.4 +313232 13.2  8   2.2   1.0 164   3260 UGC 562               
N 297 005458.9 -072101 16.5  8   0.3   0.2  95                              
N 298 005502.2 -072001 14.5  8   1.7   0.4  90   3250 MCG -1-3-33           
N 299 005324.7 -721147       3   0.7   0.0   0        ESO 51-SC5            
N 300 005453.3 -374103  8.8  8  19.0  12.9 111   3238 ESO 295-20            
N 301 005618.3 -104024 15.8  8   0.7   0.5  70   3345                       
N 302 005625.2 -103944       1   0.0   0.0   0                              
N 303 005454.6 -163918 15.2  8   0.7   0.3 158   3240                       
N 304 005606.0 +240738 14.0  8   1.1   0.7 175   3326 UGC 573               
N 305 005620.2 +120406       3   0.0   0.0   0                              
N 306 005415.1 -721433       3   0.8   0.0   0        ESO 29-SC23           
N 307 005632.5 -014620 13.8  8   1.6   0.7  85   3367 UGC 584               
N 308 005634.3 -014701       1   0.0   0.0   0                              
N 309 005642.6 -095451 12.6  8   3.0   2.4 175   3377 MCG -2-3-50           
N 310 005647.9 -014553       1   0.0   0.0   0                              
N 311 005732.8 +301649 14.0  8   1.5   0.8 120   3434 UGC 592               
N 312 005615.7 -524659 13.4  8   1.4   1.1  62   3343 ESO 151-6             
N 313 005745.7 +302200       1   0.0   0.0   0                              
N 314 005652.4 -315747 14.2  8   0.9   0.8 168   3395 ESO 411-32            
N 315 005749.0 +302107 12.2  8   3.0   2.5  43   3455 UGC 597               
N 316 005752.4 +302116       1   0.0   0.0   0                              
N 317 005739.0 +434805 14.5  8   1.4   1.3 111   3442 NGC 317A              
N 317 005740.5 +434731 13.9  8   1.1   0.5 105   3445 NGC 317B              
N 317A005739.0 +434805 14.5  8   1.4   1.3 111   3442 NGC 317-1             
N 317B005740.5 +434731 13.9  8   1.1   0.5 105   3445 NGC 317-2             
N 318 005805.2 +302534 15.4  8   0.5   0.3  10   3465 ZWG 501.54            
N 319 005657.6 -435019 14.3  8   1.0   0.8 150   3398 ESO 243-13            
N 320 005846.4 -205025 14.5  8   0.8   0.5 159   3510 ESO 541-3             
N 321 005739.2 -050509 15.7  8   0.4   0.3  95   3443 MCG -1-3-43           
N 322 005710.0 -434337 14.3  8   0.9   0.4 153   3412 ESO 243-15            
N 322 005709.1 -434348 17.3  8   0.1   0.1  62  95427                       
N 323 005641.7 -525833 13.6  8   1.3   1.1 175   3374 ESO 151-9             
N 324 005714.6 -405734 14.0  8   1.4   0.5  95   3416 ESO 295-25            
N 325 005747.9 -050645 15.5  8   1.3   0.2  91   3454 MCG -1-3-45           
N 326 005822.6 +265157 14.3  8   1.4   1.4   0   3482 UGC 601               
N 327 005755.2 -050751 14.3  8   1.5   0.6 175   3462 MCG -1-3-47           
N 328 005657.3 -525525 14.3  8   2.6   0.5 100   3399 ESO 151-13            
N 329 005801.4 -050414 14.3  8   1.5   0.6  20   3467 MCG -1-3-48           
N 330 005619.8 -722744       3   1.4   0.0   0        ESO 29-SC24           
N 331 004706.7 -024352 15.5  8   0.8   0.5 135   2759 MCG -1-3-12           
N 332 005849.0 +070640 14.5  8   1.0   0.5 165   3511 UGC 609               
N 333 005851.3 -162808 14.9  8   1.6   0.9 119   3519 NGC 333A              
N 333A005851.3 -162808 14.9  8   1.6   0.9 119   3519 NGC 333               
N 333B005850.9 -162819 15.6  8   0.3   0.2  68                              
N 334 005849.8 -350656 14.6  8   1.2   0.6   1   3514 ESO 351-26            
